street_name,council_name,green_frequency,green_next,landfill_frequency,landfill_next,recycle_frequency,recycle_next
Wilsons Road,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mandela Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bell Parade,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Southdown Crescent,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Hemswell Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Frayne Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Kossecks Place,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Gamston Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Glastonbury Drive,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Cresta Street,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Tanker View Rise,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Zazzman Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bexley Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Saintly Way,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Emma Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Dorr Court,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Judd Street,Marshall,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Werner Avenue,Marshall,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Friesian Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Henry Crescent,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Baringa Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Fairview Street,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Tantalla Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Cranmere Avenue,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Campbell Street,Curlewis,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Pardolote Crescent,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Palamino Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Wattlehill Grove,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Manikato Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Whipbird Way,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Finchfield Lane,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Poplar Court,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Jarrah Place,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Jarrah Place,Waurn Ponds,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Waddington Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Hayes Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Brahman Close,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Polwarth Crescent,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Carbine Drive,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Binbrook Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Alcott Road,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bellarine Highway Service Road,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Rowan Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Tamar Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Woodleigh Close,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Dahlhaus Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Warrawee Road,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Highmont Drive,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Waugh Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Camdell Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Glen Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mayfield Crescent,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bilston Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Doreimus Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Jacana Drive,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Oberon Drive,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Winter Street,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
William Street,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Terrigal Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mulquiney Crescent,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Kylemore Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Eldridge Place,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bradford Street,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Gandross Place,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Tanunda Grove,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Glenbrae Court,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Homewood Lane,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Rickman Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Moonaree Road,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Kindale Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Moondara Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Peninsula Drive,Drysdale,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Kinsley Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Armitage Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Taldra Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Alida Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Dylan Place,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Curlewis Road,Curlewis,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Badminton Court,Marshall,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Gillies Road,Drysdale,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Belvedere Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Shetland Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Hereford Drive,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Princess Street,Drysdale,fortnightly,16/10/2023,weekly,16/10/2023,fortnightly,23/10/2023
Whitten Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Justine Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Elaine Place,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Spinnaker Drive,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Jacaranda Place,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Dumfries Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Neri Drive,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Lindholme Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Edith Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Clydesdale Crescent,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Robertson Road,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Dumfries West Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Birdwood Drive,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Enfield Drive,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bluff Road,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Belkan Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Pilbara Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Banool Street,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Templeton Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bradman Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Butler Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Chadree Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Raymond Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Tintinara Crescent,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Clivedon Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Strathmore Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Arbour Grove,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Torquay Road,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Harbour Way,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Pearl Bay Passage To Harbour Way,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Marfell Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Olwen Avenue,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Bluebill Street,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Keating Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Webster Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Kerrins Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Kadak Place,Breakwater,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Jersey Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Fairbank Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Shara Court,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Paramount Crescent,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Cheryl Crescent,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Glenys Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Mersey Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Reston Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
De Vere Court,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Gallois Gardens,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Fantail Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Pinecrest Drive,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Ranken Lane,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Ardeche Lane,Marshall,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Tania Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Canowindra Way,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Woolscour Lane,Marshall,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Heywood Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Longview Avenue,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mainsail Drive,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Vicarage Road,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Hannan Crescent,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Cortland Road,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Filipi Drive,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Dyson Court,Breakwater,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Walpole Avenue,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Crestmoor Drive,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Coronado Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Corriedale Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Donnington Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Boolarong Drive,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Allanvale Avenue,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Lake Street,Curlewis,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Deed Street,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Fenland Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Grenoble Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Stevens Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Colac Grove,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Sirius Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Dorothy Street,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Behind Dorothy St Shops,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Conway Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Ellstone Avenue,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Fairfield Avenue,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Ottoman Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Greenacre Drive,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Homewood Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Percy Jones Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Pickett Crescent,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Dunsford Drive,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Kanowna Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Fitzgerald Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
King George Street,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Mitchell Drive,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Two Bays Drive,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Woodfern Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Nada Close,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Arden Avenue,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Simons Road,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Split Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Govett Crescent,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Crozier Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Basin Rise,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Voce Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Soho Road,Drysdale,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Gatehouse Place,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Nagle Drive,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Woolvet Avenue,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Collins Street,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Manhattan Drive,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Amoore Avenue,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Leather Street,Breakwater,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
High Street Service Road,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Durran Street,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Arabando Drive,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bardoo Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Northam Avenue,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Aldershot Road,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Cumulus Avenue,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Barnaby Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Fryers Road,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Pinoak Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Kidman Avenue,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Bowman Place,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Saltwater Drive,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Wickham Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Bailey Street,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Ballara Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Cornthwaite Crescent,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Margaret Street,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Nott Street,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Clearwater Grove,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
St Albans Street,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Waterson Place,Drysdale,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Bayldon Court,Breakwater,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Marjorie Avenue,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Rimfire Close,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Autumn Street,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Hoares Lane,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Learmouth Street,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Garyth Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Darvel Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Lorikeet Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Mcgill Court,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Hendriks Court,Highton,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Wandle Close,St Albans Park,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Englewood Court,Belmont,fortnightly,11/10/2023,weekly,11/10/2023,fortnightly,18/10/2023
Dovier Place,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Burdekin Road,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Sandbar Street,St Leonards,fortnightly,23/10/2023,weekly,16/10/2023,fortnightly,16/10/2023
Crows Road,Belmont,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
Pinehill Court,Highton,fortnightly,18/10/2023,weekly,11/10/2023,fortnightly,11/10/2023
Newbank Court,Leopold,fortnightly,24/10/2023,weekly,17/10/2023,fortnightly,17/10/2023
